index,question,answer
421,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: For ten years, Henry W. Skinner has sought access to DNA testing that could prove him innocent of the murders that landed him on Death Row. After the Texas courts arbitrarily turned back his diligent attempts to take advantage of state statutes affording such relief, he sued in federal court under 42 U.S.C. § 1983 to vindicate his due process right to 'fundamental fairness in [the] operation' of Texas's scheme. Dist. Att’y's Office v. Osborne, 129 S. Ct. 2308, 2320 (2009) (citation omitted). The district court dismissed Mr. Skinner's § 1983 suit solely on the ground that his claim sounded only in habeas corpus, and the Fifth Circuit summarily affirmed. The question presented is the same one the Court granted certiorari in Osborne to decide, but left unresolved:
May a convicted prisoner seeking access to biological evidence for DNA testing assert that claim in a civil rights action under 42 U.S.C. § 1983, or is such a claim cognizable only in a petition for writ of habeas corpus?
Options:
A. holding that for purposes of exhaustion ""[i]t is not enough that all the facts necessary to support the federal claim were before the state courts,"" but rather ""the habeas petitioner must have `fairly presented' to the state courts the `substance' of his federal habeas corpus claim""
B. holding that the right to appointed counsel in federal habeas proceedings “adheres prior to the filing of a formal, legally sufficient habeas corpus petition” because it “includes a right to legal assistance in the preparation of a habeas corpus application”
C. holding that, ""where the State has provided an opportunity for full and fair litigation of a Fourth Amendment claim, the Constitution does not require that a state prisoner be granted federal habeas corpus relief on the ground that evidence obtained in an unconstitutional search or seizure was introduced at his trial""
D. holding that Rooker-Feldman did not apply because the plaintiff did not “challenge the adverse [state-court] decisions themselves”
E. holding that the district court lacked jurisdiction to entertain the petitioner's second § 2254 habeas petition contesting the same custody imposed by the same judgment of a state court, because the prisoner failed to obtain an order from the court of appeals authorizing him to file the petition
Answer with one of the option.",D
422,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: In United States v. Leon, 468 U.S. 897 (1984), this Court created a good-faith exception to the exclusionary rule of the Fourth Amendment. The Court has expanded the good-faith exception over time, most recently in Herring v. United States, __ U.S.__, 129 S.Ct. 695 (2009). Petitioner asks the Court to resolve a deepening split in the lower courts over whether the good-faith exception applies to changing interpretations of law. The question presented is this:
Whether the good-faith exception to the exclusionary rule applies to a search authorized by precedent at the time of the search that is subsequently ruled unconstitutional.
Options:
A. holding that the government has the burden of proving an exception to the warrant requirement and discussing the search-incident-to-arrest exception, the automobile exception, and the plain-view-seizure exception
B. holding that the officers' then-lawful search incident to arrest of defendant's vehicle was constitutional even though binding precedent issued during defendant's appeal held that it was not, because at the time of the arrest, the police acted with an objectively reasonable good-faith belief that their conduct was lawful
C. holding that the impeachment exception to the exclusionary rule would not be expanded to permit the prosecution to use illegally obtained evidence to impeach the testimony of defense witnesses other than the defendant
D. holding that 6 “the suppression by the prosecution of evidence favorable to an accused upon request 7 violates due process where the evidence is material either to guilt or to punishment, 8 irrespective of the good faith or bad faith of the prosecution.”
E. holding that the IRS is not required to establish the good faith of the foreign taxing authority, only its own
Answer with one of the option.",B
423,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Whether a plaintiff states a claim under Section 2 of the Sherman Act by alleging that the defendant - a vertically integrated retail competitor with an alleged monopoly at the wholesale level but no antitrust duty to provide the wholesale input to competitors - engaged in a “price squeeze” by leaving insufficient margin between wholesale and retail prices to allow the plaintiff to compete.
Options:
A. holding that a plaintiff’s Title VII claim alleging discrimination and retaliation by a government employer was insufficient to place the defendant on notice that the plaintiff intended to include a claim for unpaid wages under Department of Labor regulations
B. holding that states are subject to Robinson-Patman Act if they compete in the private retail market
C. holding an electrical utility which sold electricity at both the retail level and the wholesale level had monopolized in violation of the Sherman Act by refusing to supply electricity at wholesale so that it could instead service customers directly itself
D. holding that notice pleading ""does not unlock the doors of discovery for a plaintiff armed with nothing more than conclusions""
E. holding that evidence that defendant's price discrimination forced plaintiff to charge higher retail prices for beer and suffered lost sales as a result was sufficient to establish injury
Answer with one of the option.",D
424,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Does proof of an association-in-fact enterprise under the RICO statute, 18 U.S.C. §§ 1962(c)-(d), require at least some showing of an ascertainable structure beyond that inherent in the pattern of racketeering activity in which it engages - an exceptionally important question in the administration of federal justice, civil and criminal, that has spawned a three-way circuit split?
Options:
A. holding that ""RICO's legislative history reveals Congress' intent that to prove a pattern of racketeering activity a plaintiff or prosecutor must show that the racketeering predicates are related, and that they amount to or pose a threat of continued criminal activity ... Congress was concerned in RICO with long-term criminal conduct""
B. holding that instructions allowing a jury to find an enterprise from evidence of its activity, as opposed to its structure, properly conveyed the holding in Turkette that “proof of a pattern of racketeering activity may be sufficient in a particular case to permit a jury to infer the existence of an association-in-fact enterprise”
C. holding that in some circumstances, considerations of comity and concerns for the orderly administration of criminal justice require a federal court to forego the exercise of its habeas corpus power
D. holding that under the Racketeer Influenced and Corrupt Organizations Act, the term ""participate"" as used in 18 U.S.C. § 1962(c) entails that a person have "" some part in directing the enterprise's affairs""
E. holding that the unambiguous language of the RICO statute does not require a racketeering enterprise or racketeering predicate acts to be accompanied by an economic motive
Answer with one of the option.",B
425,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: The Indian Mineral Leasing Act of 1938 (lMLA), 25 U.S.C. 396a et seq., and regulations thereunder, authorize an Indian Tribe, with the approval of the Secretary of the Interior (Secretary), to lease tribal lands for mining purposes. The question presented is:
Whether the court of appeals properly held that the United States is liable to the Navajo Nation for up to $600 million in damages for breach of fiduciary duty in connection with the Secretary's actions concerning an Indian mineral lease, without finding that the Secretary had violated any specific statutory or regulatory duty established pursuant to the IMLA.
Options:
A. holding that the Navajo-Hopi Rehabilitation Act of 1950 and Surface Mining Control and Reclamation Act of 1977 do not provide a cause of action to the Navajo Nation against the United States for breach of trust in its approval of coal mining leases
B. holding that ""the Secretary's litigating position before the Commission is as much an exercise of delegated lawmaking powers as is the Secretary's promulgation of a workplace health and safety standard,"" and that ""the Secretary's interpretation is not undeserving of deference merely because the Secretary advances it for the first time in an administrative adjudication""
C. holding that a union member's interest was not adequately represented by the Secretary of Labor because the Secretary had a ""duty to serve two distinct interests, which are related, but not identical:"" that of the individual union member and that of the general public
D. holding that a tribal court lacked subject matter jurisdiction over a suit by an Indian plaintiff against a non-Indian defendant for conduct involving the sale of fee land within Indian country
E. holding that the Indian Mineral Leasing Act and relevant regulations, which do not contain ""elaborate"" provisions nor assign a comprehensive managerial role to the Government, do not imply any fiduciary obligations, even when the statutes impose one or more specific obligations
Answer with one of the option.",E
426,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: QUESTIONS PRESENTED:
1. Where a criminal defendant raises a duress defense, whether the burden of persuasion  should be on the government to prove beyond a reasonable doubt the defendant was not  under duress, or upon the defendant to prove duress by a preponderance of the evidence.
Where a criminal defendant raises a duress defense, whether the burden of persuasion  should be on the government to prove beyond a reasonable doubt the defendant was not  under duress, or upon the defendant to prove duress by a preponderance of the evidence.
Options:
A. holding that, when Congress is silent on the issue of the burden of proof applicable to a common law affirmative defense that does not negate an element of the offense, we presume Congress intended the defendant to bear the burden of proof of the defense by a preponderance of the evidence
B. holding that jury instructions which placed on the defendant the burden of proving self-defense by a preponderance of evidence did not violate due process where jury was instructed that it must find that state had proved all elements of crime beyond a reasonable doubt
C. holding that the defendant has the burden of proving whether counsel’s performance was deficient by a preponderance of the evidence
D. holding that, in an action to compel child support, due process does not require a burden beyond a preponderance of the evidence standard to prove paternity
E. holding that a criminal defendant charged with escape ""must proffer evidence of a bona fide effort to surrender or return to custody as soon as the claimed duress or necessity had lost its coercive force"" in order to present a duress or necessity defense
Answer with one of the option.",A
427,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: LIMITED TO THE FOLLOWING QUESTION:
WHETHER PETITIONER'S CONVICTION FOR CONSPIRACY TO COMMIT BANK FRAUD, MAIL FRAUD, AND WIRE FRAUD QUALIFIES AS A CONVICTION FOR CONSPIRACY TO COMMIT AN ‘OFFENSE THAT INVOLVES FRAUD OR DECEIT IN WHICH THE LOSS TO THE VICTIM OR VICTIMS EXCEEDS $10,000,’ 8 U.S.C. 1101(a)(43)(M)(i) AND (U), WHERE PETITIONER STIPULATED FOR SENTENCING PURPOSES THAT THE VICTIM LOSS ASSOCIATED WITH HIS FRAUD OFFENSE EXCEEDED $100 MILLION, AND THE JUDGMENT OF CONVICTION AND RESTITUTION ORDER CALCULATED TOTAL VICTIM LOSS AS MORE THAN $680 MILLION.
Options:
A. holding that under the Victim and Witness Protection Act, the predecessor of the MVRA, a trial court is authorized to make ""an award of restitution only for the loss caused by the specific conduct that is the basis of the offense of conviction""
B. holding that unlike conventional fraud, ""in which the victim's loss of money or property supplied the defendant's gain,"" honest services fraud is targeted at corruption that lacks such symmetry, in which the ""offender profited but the betrayed party suffered no deprivation of money or property""
C. holding that ""to have any meaning at all,"" qualifier ""must refer to the particular circumstances in which an offender committed the crime""
D. holding that in a mail fraud case venue is proper where the mail was sent or received
E. holding that ""[o]nly if the mailings were `a part of the execution of the fraud,' or...were `incident to an essential part of the scheme,' do they fall within the ban of the federal mail fraud statute""
Answer with one of the option.",C
428,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Section 2254(d) of Title 28 of the United States Code provides: ""An application for a writ of habeas corpus on behalf of a person in custody pursuant to the judgment of a State court shall not be granted with respect to any claim that was adjudicated on the merits in State court proceedings unless the adjudication of the claim- (1) resulted in a decision that was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by the Supreme Court of the United States...."" Section 2254(e) (1) provides: ""In a proceeding instituted by an application for a writ of habeas corpus by a person in custody pursuant to the judgment of a State court, a determination of a factual issue made by a State court shall be presumed to be correct. The applicant shall have the burden of rebutting the presumption of correctness by clear and convincing evidence. ""
Does 28 U.S.C. § 2254 allow a federal habeas corpus court to reject the presumption of correctness for state fact-finding, and condemn a state-court adjudication as an unreasonable determination of the facts, where a rational fact-finder could have determined the facts as did the state court?
Options:
A. holding that “clearly established Federal law,” as determined by the Supreme Court for the purposes of § 2254(d), includes Supreme Court decisions in existence at the time of the state-court adjudication on the merits
B. holding that the presumption of correctness under former habeas statute applies to ""factual determinations made by state courts, whether the court be a trial court or appellate court""
C. holding that “[t]he panel majority’s attempt to use a set of debatable inferences to set aside the conclusion reached by the state court does not satisfy AEDPA’s requirements for granting a writ of habeas corpus”
D. holding that where a state habeas court issues an opinion that addresses some issues but does not expressly address the federal habeas claim in question, that claim ""must be presumed to have been adjudicated on the merits by the [state habeas court] ... the restrictive standard of review set out in § 2254(d) applies""
E. holding that although § 2254(d) relieves a federal court of AEDPA deference when the state court makes an unreasonable determination of facts, it ""does not repeal the command of § 2254 that habeas relief may be afforded to a state prisoner ‘only on the ground’ that his custody violates federal law""
Answer with one of the option.",C
429,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Can a party be precluded from bringing a claim, under a theory of “virtual representation,” and thereby denied the due process right to a day in court, when the party had no legal relationship with any party to the previous litigation and did not receive notice of that litigation?
Options:
A. holding that ""adequate representation"" exception to res judicata, in order to comport with due process, required either special procedures in first suit to protect nonparties' interests, or understanding by concerned parties in first suit that it was brought in representative capacity
B. holding that a party may only be held in contempt of a court order if (1) the order clearly and unambiguously imposed an obligation on the party; (2) proof of the party's noncompliance with the order was clear and convincing; and (3
C. holding that plaintiffs' awareness of earlier similar litigation and retaining lawyer from that litigation did not create ""special representational relationship""
D. holding that litigation under the more restrictive statute of Title IX did not preclude litigation under Section 1983
E. holding that one is not bound by a judgment resulting from litigation in which he is not designated a party or to which he has not been made a party by service of process
Answer with one of the option.",A
430,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Whether the federal wire fraud statute (18 U.S.C. § 1343) authorizes criminal prosecution of an alleged fraudulent scheme to avoid payment of taxes potentially owed to a foreign sovereign, given the lack of any clear statement by Congress to override the common law revenue rule, the interests of both the Legislative and Executive Branches in guiding foreign affairs, and this Court's prior rulings concerning the limited scope of the term ""property"" as used in the wire fraud statute.
Options:
A. holding that the wire fraud statute, 18 U.S.C. § 1343, applied to a scheme to smuggle liquor into Canada without paying excise taxes because the statute refers to ""communication in interstate or foreign commerce""
B. holding that ""[o]nly if the mailings were `a part of the execution of the fraud,' or...were `incident to an essential part of the scheme,' do they fall within the ban of the federal mail fraud statute""
C. holding that the term “any court,” as used in 18 U.S.C. § 922(g), was limited to domestic courts because that Congress “ordinarily intends its statutes to have domestic, not extraterritorial, application,” and because reading the statute to include foreign courts would create anomalies that Congress could not have intended
D. holding that State was not victimized by scheme to defraud because it was not deprived of any property interest and stating that ""any benefit which the Government derives from the [mail fraud] statute must be limited to the Government's interests as property holder."" 
E. holding that “routine” mailings that occurred “after the fraud [had] come to fruition” were part of the execution of the defendant’s fraudulent scheme because the fraud was not a “‘one-shot’ operation,” but an “ongoing fraudulent venture”
Answer with one of the option.",A
431,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: The Hague Convention on International Child Abduction requires a country to return a child who has been ""wrongfully removed"" from his country of habitual residence. Hague Convention art. 12. A “wrongful removal"" is one that occurs ""in breach of rights of custody."" Id. art. 3. The question presented is:
Whether a ne exeat clause (that is, a clause that prohibits one parent from removing a child from the country without the other parent's consent) confers a ""right of custody"" within the meaning of the Hague Convention on International Child Abduction.
Options:
A. holding that once state recognizes wrongful death recovery for child, state cannot hold that term ""child"" excludes illegitimate child
B. holding that “a parent has a ‘righ[t] of custody’ by reason of that parent’s ne exeat right: the authority to consent before the other parent may take the child to another country”
C. holding that the Hague Convention requires the return of the child to the parent who possess a single right of custody—even a joint right—that is violated by the child's removal
D. holding that ICWA's requirement that qualified expert testimony be provided that continued custody by the parent will be damaging to the child does not apply to a parent who has never had custody
E. holding unconstitutional a provision of the Social Security Act which allowed an illegitimate child to obtain benefits if a disabled parent either contributed to the child's support or lived with the child prior to the disability
Answer with one of the option.",B
432,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: WHETHER THE FLORIDA SUPREME COURT CORRECTLY HELD THAT THE JURY IN A DEATH PENALTY CASE DOES NOT HAVE A CONSTITUTIONAL OBLIGATION TO RENDER A VERDICT IN THE PENALTY PHASE OF WHETHER THE DEFENDANT IS MENTALLY RETARDED OR NOT WHEN EVIDENCE HAS BEEN PRESENTED TO SUPPORT SUCH A CONCLUSION. WHETHER THE SUPREME COURT OF FLORIDA HAS CORRECTLY CONCLUDED THAT THIS COURT’S DECISION IN RING v. ARIZONA, 536 U.S. 584 (2002) (1) HAS NO APPLICABILITY TO FLORIDA'S DEATH SENTENCING SCHEME GENERALLY, (2)THAT SPECIFICALLY IT DOES NOT REQUIRE THE JURY'S RECOMMENDATION OF DEATH BE UNANIMOUS, (3) THAT THE JURY'S FINDINGS OF AGGRAVATING FACTORS NEED NOT BE UNANIMOUS, (4) THAT THE JURY HAS NO ROLE IN DETERMINING THE FACTUAL ISSUE OF THE DEFENDANT'S MENTAL RETARDATION, AND (5) THAT THE LACK OF UNANIMITY DOES NOT OFFEND OUR EVOLVING STANDARDS OF DECENCY AS REQUIRED BY THE EIGHTH AMENDMENT?
Whether Florida’s death sentencing scheme violates the Sixth Amendment or the Eighth Amendment in light of this Court’s decision in Ring v. Arizona, 536 U.S. 584 (2002)
Options:
A. holding that under the Alabama death penalty statute, because the judge did not consider the jury's recommendation, the statute which forced the jury to sentence the defendant to death whenever aggravating circumstances existed was not unconstitutional
B. holding that Eighth Amendment prohibits death penalty scheme that replaced discretionary jury sentencing with mandatory death sentences for certain crimes
C. holding that the Arizona capital sentencing scheme, which allowed the court and not the jury to make factual findings underlying a capital sentencing decision, did not offend the Sixth Amendment
D. holding that the specific findings authorizing the imposition of a death sentence did not have to be made by a jury because the existence of aggravating factors was not an element of the offense but merely a ""sentencing factor""
E. holding Florida's capital sentencing scheme, which entailed a jury making a sentencing recommendation and a judge finding the facts necessary to impose a death sentence, violated the Sixth Amendment
Answer with one of the option.",E
433,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Whether the court of appeals erred in striking down the Federal Communications Commission’s determination that the broadcast of vulgar expletives may violate federal restrictions on the broadcast of “any obscene, indecent, or profane language,” 18 U.S.C. 1464; see 47 C.F.R. 73.3999, when the expletives are not repeated.
Options:
A. holding that an agency must display awareness that it is changing its position, and explain what that change is, and the basis for it
B. holding that the Court of Federal Claims is not the appropriate authority to determine retirement issues, as that arena of federal employee litigation is within the exclusive jurisdiction of the MSPB and the Court of Appeals for the Federal Circuit
C. holding that if the state supreme court’s disposition does not state whether the petition was timely or untimely, the federal court of appeals must make that determination itself
D. holding that under the federal Copyright Act, a CATV system is not a “performer” of copyrighted broadcast programming and is also not a “broadcaster.”
E. holding that the Federal Communications Commission properly considered George Carlin's ""Filthy Words"" monologue as ""obscene, indecent or profane"" within the meaning of 18 U.S.C. § 1464, while considering the medium's (radio) availability to minors
Answer with one of the option.",A
434,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Under  federal  law,  a  person  who  is  convicted  of  a  felony  is  prohibited  from possessing  firearms.  The  Secretary  of  the  Treasury,  acting  through  the  Bureau  of Alcohol, Tobacco, and Firearms (ATF), may grant relief from that prohibition if it is established  to  his  satisfaction  that  certain  preconditions  are  established.    See  18 U.S.C. 925(c). Since 1992, however, every appropriations law for ATF has specified that ATF may not expend any appropriated funds to act upon applications for such relief.
The question presented is whether, despite that appropriations provision barring ATF from acting on such applications, a federal district court has authority to grant relief from firearms disabilities to persons convicted of a felony.
Options:
A. holding appropriations statute requiring agency to ""expend such moneys as Congress may from time to time appropriate, for the benefit, care, and assistance of the Indians for the relief of distress and conservation of health"" committed expenditure to agency discretion
B. holding that, under the plain meaning of the federal statute prohibiting felons from possessing firearms, ""the fact of a felony conviction imposes a firearm disability until the conviction is vacated or the felon is relieved of his disability by some affirmative action""
C. holding federal courts lack jurisdiction to review a relief-from-firearms-disability application under 18 U.S.C. § 925(c)that the designated agency does not review due to lack of funding
D. holding that, where the state court's decision was ""contrary to"" clearly established federal law, because it failed to apply the Strickland standards to an ineffective assistance of counsel claim, the federal court ""can determine the principles necessary to grant relief"" and apply them to the facts of the case
E. holding that a defendant convicted of a possession offense that has not been enhanced based on a prior conviction has not been convicted of an aggravated felony
Answer with one of the option.",C
435,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: In Crawford v. Washington, 541 U.S. 36, 62 (2004), this Court recognized that the forfeiture by wrongdoing rule “extinguishes confrontation claims on essentially equitable grounds.” The question presented by this case is:
Does a criminal defendant “forfeit” his or her Sixth Amendment Confrontation Clause claims upon a mere showing that the defendant has caused the unavailability of a witness, as some courts have held, or must there also be an additional showing that the defendant’s actions were undertaken for the purpose of preventing the witness from testifying, as other courts have held?
Options:
A. holding that the confrontation clause does not categorically prohibit a child witness in a sexual abuse case from testifying against a defendant at trial outside defendant's physical presence by one-way closed circuit television
B. holding that the fact the state court does not explicitly rule on the merits of petitioner's claims is irrelevant, where the the state court be given the opportunity to consider the claims that have been presented
C. holding that where the trial court ""prohibited all inquiry into the possibility that [the witness] would be biased as a result of the State's dismissal of his pending public drunkenness charge . . . the court's ruling violated [the defendant]'s rights secured by the Confrontation Clause""
D. holding that the rule established in Crawford v. Washington, 541 U.S. 36 (2004) was a “new rule” for retroactivity purposes, even though it simply returned Confrontation Clause standards back to that which had prevailed prior to Ohio v. Roberts, 448 U.S. 56 (1980)
E. holding that prior testimony is admissible if the witness is unavailable and the defense had an opportunity to cross-examine the witness on this prior testimony
Answer with one of the option.",E
436,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Whether a large monument, 6 feet high and 3 feet wide, presenting the Ten Commandments, located on government property between the Texas State Capitol and the Texas Supreme Court, is an impermissible establishment of religion in violation of the First Amendment.
Options:
A. holding that a Kentucky statute requiring posting of copy of Ten Commandments on walls of each public school classroom in state had pre-eminent purpose which was plainly religious in nature, and statute was thus violative of establishment clause and that avowed secular purpose was not sufficient to avoid conflict with first amendment; emphasis added
B. holding that high filing fees for candidates imposed by Texas law were unconstitutional because of the ""obvious likelihood that this limitation would fall more heavily on the less affluent segment of the community, whose favorites may be unable to pay the large costs required by the Texas system""
C. holding that even though Texas may have had more contacts than any other state with the employment relationship at issue, its right-to-work law did not apply because the predominant situs of the employ- ment was not in Texas
D. holding that ""[s]imply having religious content or promoting a message consistent with a religious doctrine does not run afoul of the Establishment Clause"" (citing Lynch, 465 U.S. at 680, 687, 104 S.Ct. 1355 )
E. holding that copies of the Ten Commandments posted in municipal courtrooms were hung to advance sectarian purpose, in part based on statements made by judicial official at the time the Commandments were posted
Answer with one of the option.",D
437,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Whether a defendant may be convicted of murder under 18 U.S.C. §1512 (a)(1 )(C) without proof that information regarding a possible Federal crime would have been transferred from the victim to Federal law enforcement officers or judges.
Options:
A. holding that application of federal law to Indians' crimes did not violate equal protection as an unfair race-based classification, where Indians were convicted of first degree murder under federal law, when elements for first degree murder under state law had not been proved
B. holding that the prosecution's failure to disclose before trial that federal agents had contracted to pay the witnesses for information and testimony against the defendant was constitutional error only if there was a reasonable probability that the results of the proceeding would have been different had the information been disclosed
C. holding that knowledge that the intended victim is a federal officer is not an element of the crime under 18 U.S.C. §§ 111 and 371 of conspiracy to assault a federal officer engaged in the performance of official duties
D. holding that ""articles obtained as the result of an unreasonable search and seizure by state officers, without involvement of federal officers"" may not ""be introduced in evidence against a defendant over his timely objection in a federal criminal trial""
E. holding that, in order to prove a violation of § 1512(C), the government must show a ""reasonable likelihood"" that a relevant communication would have been made to a federal officer but for the victim's death
Answer with one of the option.",E
438,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Whether, in order to enforce the derivative liability of partners for the tax debts of their partnership, the United States must make a separate assessment of the taxes owed by the partnership against each of the partners directly.
Options:
A. holding that states remain subject to common-law prejudgment interest liability where the federal debt collection legislation did not directly speak to the common law right of the federal government to collect prejudgment interest on debts owed to it by the states
B. holding that a limited partnership is not itself a citizen and that courts must instead look to the citizenship of its members to determine if diversity jurisdiction exists
C. holding that a derivatively liable corporate officer need not be separately assessed because “[t]he consequences of the assessment . . . attach to the tax debt without reference to the special circumstances of the secondarily liable parties.”
D. holding that the burden of proof on a tax claim in bankruptcy remains where the substantive tax law puts it and the taxpayer must first dispense with the presumption of correctness by persuading the court by a preponderance of evidence that the assessment is arbitrary and excessive.
E. holding that corporate debtor's regulatory debts owed to a ""governmental unit"" were discharged by operation of the Chapter 11 confirmation order pursuant to 11 U.S.C. § 1141(d)
Answer with one of the option.",C
439,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Justice Brent Benjamin of the Supreme Court of Appeals of West Virginia refused to recuse himself from the appeal of the $50 million jury verdict in this case, even though the CEO of the lead defendant spent $3 million supporting his campaign for a seat on the court--more than 60% of the total amount spent to support Justice Benjamin's campaign-- while preparing to appeal the verdict against his company. After winning election to the court, Justice Benjamin cast the deciding vote in the court's 3-2 decision overturning that verdict.
The question presented is whether Justice Benjamin's failure to recuse himself from participation in his principal financial supporter's case violated the Due Process Clause of the Fourteenth Amendment.
Options:
A. holding that ""there is a serious risk of actual bias—based on objective and reasonable perceptions—when a person with a personal stake in a particular case had a significant and disproportionate influence in placing the judge on the case by raising funds or directing the judge's election campaign when the case was pending or imminent""
B. holding that the Federal Election Commis- sion had no authority to litigate in the Supreme Court without the authorization of the Justice Department despite the fact that the agency had done so previously
C. holding that ""filing of a notice of appeal is an event of jurisdictional significance - it confers jurisdiction on the court of appeals and divests the district court of its control over those aspects of the case involved in the appeal.""
D. holding that the summary judgment standard “mirrors the standard for a directed verdict under Federal Rule of Civil Procedure 50(a), which is that the trial judge must direct a verdict if, under the governing law, there can be but one reasonable conclusion as to the verdict”
E. holding that ""the Court waives filing fees and costs for indigent individuals in order to promote the interests of justice. The goal of fairly dispensing justice, however, is compromised when the Court is forced to devote limited resources to the processing of repetitious and frivolous requests.""
Answer with one of the option.",A
440,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: The court below interpreted 18 U.S.C. § 16 to include DUI with serious bodily injury as a ""crime of violence""--and therefore an ""aggravated felony"" as defined under § 101(a)(43)(F) of the Immigration and Nationality Act (""INA"")--where the statute under which Petitioner was convicted required nothing more than negligence for conviction. That ruling conflicts with decisions of other United States Courts of Appeals and with the interpretation of the Board of Immigration Appeals (""BIA "" or ""Board""). The question presented is as follows:
Whether, in the absence of a mens rea of at least recklessness with respect to the active application of force against another, DUI with serious bodily injury is a ""crime of violence"" under 18 U.S.C. § 16 that constitutes an ""aggravated felony"" under § 101 of the INA ?
Options:
A. holding that only a controlled substance violation that is punishable as a felony under the federal Controlled Substances Act can constitute an aggravated felony and finding that it is not enough that the crime is punishable as a felony under state law
B. holding that a violation of § 7206 can be serious enough to be an aggravated felony and deportable offense under the Immigration and Nationality Act
C. holding that 8 U.S.C. § 1326(b)(2), which authorizes increased sentence for a deported alien's illegal return if the deportation was subsequent to an aggravated felony conviction, is a penalty provision and that the aggravated felony need not be charged in the indictment
D. holding that a DUI offense did not have “as an element the use, attempted use, or threatened use of physical force against the person or property of another” under the “crime of violence” definition of 18 U.S.C. § 16 because it could be committed negligently or accidentally
E. holding that courts must not “substitute [their] judgment for those of the Board with respect to the issues that Congress intended the Board should resolve”
Answer with one of the option.",D
441,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: Whether Congress may confer Article III standing upon a plaintiff who suffers no concrete harm, and who therefore could not otherwise invoke the jurisdiction of a federal court, by authorizing a private right of action based on a bare violation of a federal statute.
Options:
A. holding that it was sufficient to confer standing under Article III where it was clear that at least one plaintiff had standing to challenge the constitutionality of the law in question, and that there was no need to ""consider the standing issue as to the [other plaintiffs]""
B. holding that an individual has standing to assert a Tenth Amendment claim that a federal statute interferes with state sovereignty, subject to a showing of all Article III requirements, i.e. that he or she has suffered a concrete, particular harm fairly traceable to the conduct complained of and redressable by a favorable decision
C. holding that Congress did not confer power on federal courts to formulate the right to contribution in antitrust claims
D. holding that 15 U.S.C. § 1692e ""do[es] not merely impose procedural requirements upon debt collectors, but instead 'create a private duty owed personally to' a consumer by a debt collector to refrain from using false, deceptive, or misleading means or representations in attempting to collect a debt""
E. holding that qui tam plaintiffs have Article III standing
Answer with one of the option.",D
442,"Given a legal question, identify the holding statement (amongst a set of candidates) that best answers a particular legal question.
Here is question: LIMITED TO THE FOLLOWING QUESTION:
Whether 28 U.S.C §§1346(b) AND 2680(h) waive the sovereign immunity of the United States for the intentional torts of prison guards when they are acting within the scope of their employment but are not exercising authority to “execute searches, to seize evidence, or to make arrests for violations of federal law.”
Options:
A. holding that the Westfall Act ""makes the remedy against the United States under the FTCA exclusive for torts committed by federal employees acting within the scope of their employment""
B. holding that the United States is liable for the intentional torts committed by an investigative or law enforcement officer even when the officer is not carrying out the law enforcement proviso's statutorily prescribed duties
C. holding that “warrantless arrests for crimes committed in the presence of an arresting officer are reasonable under the Constitution, and that while States are free to regulate such arrests however they desire, state restrictions do not alter the Fourth Amendment’s protections”
D. holding that prison guards employed by a private prison are not entitled to qualified immunity from suits under § 1983, but that whether the private defendants acted under color of state law in violation of § 1983 was a matter to be determined by the district court
E. holding that ""§ 1346(b)'s reference to the `law of the place' means law of the State — the source of substantive liability under the FTCA"" such that ""the United States simply has not rendered itself liable under § 1346(b) for constitutional tort claims""
Answer with one of the option.",B
